DATE,AGE_GROUP,RACE_ETHNICITY,CITY_COUNT_FULLY_CUMULATIVE,BX_COUNT_FULLY_CUMULATIVE,BK_COUNT_FULLY_CUMULATIVE,MH_COUNT_FULLY_CUMULATIVE,QS_COUNT_FULLY_CUMULATIVE,SI_COUNT_FULLY_CUMULATIVE,CITY_PERC_FULLY,BK_PERC_FULLY,BX_PERC_FULLY,MH_PERC_FULLY,QS_PERC_FULLY,SI_PERC_FULLY
2022-09-07,'13-17,Black,67488,17212,27464,6523,14031,2258,64.83,63.84,66.67,68.82,62.12,70.69
2022-09-07,'13-17,Hispanic/Latino,127950,43290,24675,17065,37800,5120,82.02,78.24,76.59,78.63,96.74,71.47
2022-09-07,'13-17,White,57909,3679,16866,17013,12497,7854,54.33,36.13,72.87,95.31,58.42,50.31
2022-09-07,'18-44,Asian/NHPI,539889,21963,143900,107385,246982,19659,105.2,107.91,94.38,99.13,107.72,103.45
2022-09-07,'18-44,Black,437978,98786,183189,54008,89971,12024,63.82,64.21,63.17,66.81,61.41,69.56
2022-09-07,'18-44,Hispanic/Latino,832129,235099,169832,149859,249187,28152,84.72,84.54,73.57,85.92,99.01,79
2022-09-07,'18-44,White,750114,28211,263264,265610,132680,60349,69.71,66.75,70.12,73.58,69.29,67.81
2022-09-07,'45-64,Asian/NHPI,340286,14279,84640,45176,181320,14871,103.67,103.75,94.88,101.5,105.12,101.77
2022-09-07,'45-64,Black,354789,82355,143395,40862,79245,8932,73.04,72.35,76.37,75.26,69.52,78.32
2022-09-07,'45-64,Hispanic/Latino,493142,153468,88761,88040,146139,16734,88.46,83.84,85.96,90.44,93.74,84.6
2022-09-07,'45-64,White,454429,24289,128615,139697,101737,60091,72.69,68.8,77.82,78.32,69.92,72.31
2022-09-07,'65+,Asian/NHPI,170496,6561,42365,26304,87739,7527,96.77,104.58,86.26,88.05,96.6,102.17
2022-09-07,'65+,Black,195814,40164,82412,23926,45507,3805,69.73,68.02,71.85,71.59,69.56,77.67
2022-09-07,'65+,Hispanic/Latino,219433,68257,38451,50535,56134,6056,77.17,70.5,78.13,78.21,79.16,87.53
2022-09-07,'65+,White,373338,23560,92943,116382,94843,45610,71.06,62.74,65.23,79.74,69.91,76.66
2022-09-06,Boroughwide,Boroughwide,6632384,1077013,1867049,1377812,1950320,360190,79.56,72.93,75.94,84.6,86.53,75.65
2022-09-06,All ages,Asian/NHPI,1213105,50508,318901,198411,595394,49891,98.34,99.68,87.12,96.9,99.26,97.49
2022-09-06,All ages,Black,1116316,255452,459776,132008,240377,28703,61.14,60.45,61.6,65.41,59.5,64.24
2022-09-06,All ages,Hispanic/Latino,1793904,540018,345464,321799,526526,60097,74.02,71.42,67.54,77.21,82.93,67.8
2022-09-06,All ages,White,1711820,83308,527172,568676,354243,178421,63.83,56.01,65.19,73.94,63.24,62.89
2022-09-06,'0-4,Asian/NHPI,2183,25,753,702,662,41,3.25,3.65,0.73,8.68,2.05,1.59
2022-09-06,'0-4,Black,329,52,132,86,48,11,0.31,0.29,0.19,0.95,0.22,0.37
2022-09-06,'0-4,Hispanic/Latino,708,117,211,203,163,14,0.4,0.59,0.19,0.87,0.34,0.19
2022-09-06,'0-4,White,5773,168,2718,2086,746,55,3.78,3.74,2.57,6.6,2.64,0.41
2022-09-06,'5-12,Asian/NHPI,95265,4473,28572,12400,45190,4630,101.22,101.02,85.68,135.08,96.32,102.45
2022-09-06,'5-12,Black,60356,17002,23356,6641,11670,1687,37.17,34.73,40.7,45.09,34.61,34.31
2022-09-06,'5-12,Hispanic/Latino,120931,39901,23661,16149,37190,4030,45.12,42.94,41.36,45.59,53.65,34.47
2022-09-06,'5-12,White,70520,3415,22833,27938,11796,4538,35.94,24.71,39.52,81.39,31.21,19.66
2022-09-06,'13-17,Asian/NHPI,65090,3220,18683,6462,33557,3168,118.75,119.92,95.35,135.25,119.95,102.17
2022-09-06,'13-17,Black,67429,17202,27433,6519,14020,2255,64.78,63.77,66.63,68.78,62.07,70.6
2022-09-06,'13-17,Hispanic/Latino,127907,43271,24667,17060,37790,5119,81.99,78.22,76.56,78.61,96.71,71.45
2022-09-06,'13-17,White,57881,3679,16855,17008,12490,7849,54.3,36.1,72.87,95.29,58.39,50.28
2022-09-06,'18-44,Asian/NHPI,539835,21960,143885,107368,246963,19659,105.18,107.9,94.37,99.12,107.72,103.45
2022-09-06,'18-44,Black,437664,98702,183067,53990,89891,12014,63.77,64.17,63.11,66.79,61.35,69.5
2022-09-06,'18-44,Hispanic/Latino,831881,235033,169750,149828,249127,28143,84.7,84.5,73.55,85.9,98.98,78.97
2022-09-06,'18-44,White,749999,28205,263246,265592,132640,60316,69.7,66.75,70.11,73.57,69.27,67.77
2022-09-06,'45-64,Asian/NHPI,340250,14272,84641,45172,181298,14867,103.66,103.75,94.83,101.49,105.11,101.75
2022-09-06,'45-64,Black,354733,82338,143380,40849,79236,8930,73.03,72.34,76.35,75.23,69.51,78.31
2022-09-06,'45-64,Hispanic/Latino,493073,153443,88737,88031,146129,16733,88.45,83.81,85.94,90.43,93.73,84.59
2022-09-06,'45-64,White,454350,24277,128579,139680,101736,60078,72.68,68.78,77.79,78.31,69.92,72.3
2022-09-06,'65+,Asian/NHPI,170482,6558,42367,26307,87724,7526,96.77,104.58,86.22,88.06,96.59,102.16
2022-09-06,'65+,Black,195805,40156,82408,23923,45512,3806,69.73,68.01,71.84,71.58,69.56,77.69
2022-09-06,'65+,Hispanic/Latino,219404,68253,38438,50528,56127,6058,77.16,70.48,78.12,78.2,79.15,87.56
2022-09-06,'65+,White,373297,23564,92941,116372,94835,45585,71.05,62.74,65.24,79.73,69.9,76.62
2022-09-05,Boroughwide,Boroughwide,6631903,1076905,1866898,1377695,1950250,360155,79.55,72.93,75.93,84.59,86.53,75.64
2022-09-05,All ages,Asian/NHPI,1213033,50498,318871,198401,595375,49888,98.33,99.67,87.11,96.9,99.26,97.48
2022-09-05,All ages,Black,1116210,255413,459743,131992,240367,28695,61.13,60.44,61.59,65.4,59.49,64.22
2022-09-05,All ages,Hispanic/Latino,1793733,539944,345434,321764,526506,60085,74.01,71.42,67.53,77.21,82.92,67.79
2022-09-05,All ages,White,1711654,83307,527102,568631,354208,178406,63.82,56,65.19,73.93,63.24,62.89
2022-09-05,'0-4,Asian/NHPI,2167,23,745,701,657,41,3.23,3.62,0.67,8.67,2.03,1.59
2022-09-05,'0-4,Black,327,52,131,86,47,11,0.31,0.29,0.19,0.95,0.22,0.37
2022-09-05,'0-4,Hispanic/Latino,703,116,209,201,163,14,0.4,0.58,0.19,0.86,0.34,0.19
2022-09-05,'0-4,White,5731,166,2694,2079,737,55,3.76,3.7,2.54,6.58,2.61,0.41
2022-09-05,'5-12,Asian/NHPI,95248,4469,28559,12395,45194,4631,101.2,100.98,85.6,135.03,96.33,102.48
2022-09-05,'5-12,Black,60322,16992,23345,6636,11664,1685,37.15,34.72,40.67,45.05,34.59,34.27
2022-09-05,'5-12,Hispanic/Latino,120876,39873,23658,16139,37182,4024,45.1,42.93,41.34,45.57,53.64,34.42
2022-09-05,'5-12,White,70495,3414,22823,27927,11796,4535,35.92,24.7,39.51,81.36,31.21,19.65
2022-09-05,'13-17,Asian/NHPI,65083,3220,18680,6462,33555,3166,118.74,119.9,95.35,135.25,119.94,102.1
2022-09-05,'13-17,Black,67417,17198,27430,6517,14018,2254,64.77,63.76,66.61,68.76,62.06,70.56
2022-09-05,'13-17,Hispanic/Latino,127894,43264,24668,17057,37789,5116,81.98,78.22,76.54,78.59,96.71,71.41
2022-09-05,'13-17,White,57871,3679,16853,17004,12488,7847,54.29,36.1,72.87,95.26,58.38,50.26
2022-09-05,'18-44,Asian/NHPI,539813,21959,143880,107364,246953,19657,105.18,107.89,94.36,99.11,107.71,103.44
2022-09-05,'18-44,Black,437624,98687,183053,53984,89889,12011,63.76,64.16,63.1,66.78,61.35,69.49
2022-09-05,'18-44,Hispanic/Latino,831827,235011,169739,149819,249117,28141,84.69,84.49,73.54,85.9,98.98,78.97
2022-09-05,'18-44,White,749930,28204,263215,265573,132627,60311,69.69,66.74,70.1,73.57,69.26,67.76
2022-09-05,'45-64,Asian/NHPI,340236,14271,84641,45169,181288,14867,103.66,103.75,94.82,101.48,105.11,101.75
2022-09-05,'45-64,Black,354721,82328,143380,40847,79237,8929,73.03,72.34,76.34,75.23,69.51,78.3
2022-09-05,'45-64,Hispanic/Latino,493048,153437,88728,88025,146125,16733,88.45,83.81,85.94,90.42,93.73,84.59
2022-09-05,'45-64,White,454341,24281,128577,139679,101728,60076,72.68,68.78,77.8,78.31,69.91,72.3
2022-09-05,'65+,Asian/NHPI,170486,6556,42366,26310,87728,7526,96.77,104.58,86.2,88.07,96.59,102.16
2022-09-05,'65+,Black,195799,40156,82404,23922,45512,3805,69.73,68.01,71.84,71.58,69.56,77.67
2022-09-05,'65+,Hispanic/Latino,219385,68243,38432,50523,56130,6057,77.15,70.47,78.11,78.19,79.15,87.54
2022-09-05,'65+,White,373286,23563,92940,116369,94832,45582,71.05,62.74,65.24,79.73,69.9,76.62
2022-09-01,Boroughwide,Boroughwide,6630674,1076664,1866495,1377457,1949974,360084,79.53,72.91,75.92,84.57,86.52,75.63
2022-09-01,All ages,Asian/NHPI,1212712,50484,318771,198360,595238,49859,98.3,99.64,87.08,96.88,99.24,97.42
2022-09-01,All ages,Black,1115948,255339,459642,131970,240315,28682,61.12,60.43,61.57,65.39,59.48,64.19
2022-09-01,All ages,Hispanic/Latino,1793307,539759,345353,321712,526413,60070,73.99,71.4,67.51,77.19,82.91,67.77
2022-09-01,All ages,White,1711271,83289,526965,568512,354122,178383,63.81,55.98,65.18,73.92,63.22,62.88
2022-09-01,'0-4,Asian/NHPI,2074,22,718,684,610,40,3.09,3.48,0.64,8.45,1.89,1.55
2022-09-01,'0-4,Black,317,51,127,83,46,10,0.3,0.28,0.19,0.92,0.21,0.34
2022-09-01,'0-4,Hispanic/Latino,682,108,204,195,162,13,0.39,0.57,0.18,0.84,0.34,0.17
2022-09-01,'0-4,White,5604,158,2631,2037,725,53,3.67,3.62,2.42,6.45,2.56,0.4
2022-09-01,'5-12,Asian/NHPI,95163,4467,28514,12394,45175,4613,101.11,100.82,85.57,135.02,96.29,102.08
2022-09-01,'5-12,Black,60272,16972,23330,6631,11660,1679,37.12,34.7,40.62,45.02,34.58,34.15
2022-09-01,'5-12,Hispanic/Latino,120740,39816,23633,16128,37144,4019,45.05,42.89,41.28,45.53,53.59,34.37
2022-09-01,'5-12,White,70438,3410,22806,27902,11788,4532,35.9,24.69,39.46,81.28,31.19,19.64
2022-09-01,'13-17,Asian/NHPI,65072,3219,18679,6467,33546,3161,118.72,119.89,95.32,135.35,119.91,101.94
2022-09-01,'13-17,Black,67397,17188,27420,6513,14022,2254,64.75,63.74,66.57,68.72,62.08,70.56
2022-09-01,'13-17,Hispanic/Latino,127854,43239,24663,17049,37789,5114,81.96,78.2,76.5,78.56,96.71,71.38
2022-09-01,'13-17,White,57866,3682,16850,17009,12477,7848,54.29,36.09,72.93,95.29,58.33,50.27
2022-09-01,'18-44,Asian/NHPI,539753,21953,143877,107347,246921,19655,105.17,107.89,94.34,99.1,107.7,103.43
2022-09-01,'18-44,Black,437512,98650,183007,53985,89860,12010,63.75,64.15,63.08,66.78,61.33,69.48
2022-09-01,'18-44,Hispanic/Latino,831678,234961,169713,149795,249071,28138,84.68,84.48,73.53,85.88,98.96,78.96
2022-09-01,'18-44,White,749794,28193,263158,265549,132592,60302,69.68,66.73,70.08,73.56,69.24,67.75
2022-09-01,'45-64,Asian/NHPI,340186,14267,84622,45163,181268,14866,103.64,103.73,94.8,101.47,105.09,101.74
2022-09-01,'45-64,Black,354673,82323,143364,40837,79223,8926,73.02,72.34,76.34,75.21,69.5,78.27
2022-09-01,'45-64,Hispanic/Latino,493001,153416,88715,88024,146114,16732,88.44,83.79,85.93,90.42,93.72,84.59
2022-09-01,'45-64,White,454316,24282,128583,139666,101717,60068,72.68,68.79,77.8,78.3,69.9,72.29
2022-09-01,'65+,Asian/NHPI,170464,6556,42361,26305,87718,7524,96.76,104.57,86.2,88.05,96.58,102.13
2022-09-01,'65+,Black,195777,40155,82394,23921,45504,3803,69.72,68,71.83,71.58,69.55,77.63
2022-09-01,'65+,Hispanic/Latino,219352,68219,38425,50521,56133,6054,77.14,70.46,78.08,78.19,79.16,87.5
2022-09-01,'65+,White,373253,23564,92937,116349,94823,45580,71.04,62.73,65.24,79.72,69.89,76.61
2022-08-31,Boroughwide,Boroughwide,6629700,1076518,1866336,1377067,1949777,360002,79.52,72.91,75.91,84.55,86.51,75.61
2022-08-31,All ages,Asian/NHPI,1212565,50478,318737,198287,595213,49850,98.29,99.63,87.07,96.84,99.23,97.41
2022-08-31,All ages,Black,1115702,255261,459578,131923,240274,28666,61.11,60.42,61.56,65.36,59.47,64.16
2022-08-31,All ages,Hispanic/Latino,1793068,539666,345327,321675,526343,60057,73.98,71.4,67.49,77.18,82.9,67.76
2022-08-31,All ages,White,1710786,83250,526887,568281,354054,178314,63.79,55.98,65.15,73.89,63.21,62.86
2022-08-31,'0-4,Asian/NHPI,2056,22,714,677,603,40,3.07,3.46,0.64,8.37,1.86,1.55
2022-08-31,'0-4,Black,310,49,126,81,45,9,0.29,0.28,0.18,0.89,0.21,0.3
2022-08-31,'0-4,Hispanic/Latino,667,100,202,191,161,13,0.38,0.57,0.16,0.82,0.34,0.17
2022-08-31,'0-4,White,5527,149,2606,2000,719,53,3.62,3.58,2.28,6.33,2.54,0.4
2022-08-31,'5-12,Asian/NHPI,95125,4463,28501,12383,45168,4610,101.07,100.77,85.49,134.9,96.28,102.01
2022-08-31,'5-12,Black,60233,16957,23327,6621,11652,1676,37.09,34.69,40.59,44.95,34.56,34.09
2022-08-31,'5-12,Hispanic/Latino,120658,39794,23616,16119,37120,4009,45.02,42.86,41.25,45.51,53.55,34.29
2022-08-31,'5-12,White,70393,3411,22799,27878,11775,4530,35.87,24.68,39.48,81.21,31.15,19.63
2022-08-31,'13-17,Asian/NHPI,65063,3220,18675,6464,33541,3163,118.7,119.87,95.35,135.29,119.89,102.01
2022-08-31,'13-17,Black,67382,17184,27414,6510,14022,2252,64.73,63.73,66.56,68.69,62.08,70.5
2022-08-31,'13-17,Hispanic/Latino,127821,43228,24658,17042,37782,5111,81.94,78.19,76.48,78.52,96.69,71.34
2022-08-31,'13-17,White,57841,3677,16840,17004,12474,7846,54.27,36.07,72.83,95.26,58.32,50.26
2022-08-31,'18-44,Asian/NHPI,539686,21952,143873,107294,246917,19650,105.16,107.89,94.33,99.05,107.7,103.4
2022-08-31,'18-44,Black,437401,98612,182977,53964,89844,12004,63.73,64.14,63.06,66.76,61.32,69.45
2022-08-31,'18-44,Hispanic/Latino,831580,234923,169710,149769,249042,28136,84.67,84.48,73.51,85.87,98.95,78.95
2022-08-31,'18-44,White,749599,28179,263143,265432,132568,60277,69.66,66.72,70.04,73.53,69.23,67.72
2022-08-31,'45-64,Asian/NHPI,340174,14266,84620,45163,181261,14864,103.64,103.72,94.79,101.47,105.09,101.72
2022-08-31,'45-64,Black,354624,82304,143345,40832,79222,8921,73.01,72.33,76.32,75.2,69.5,78.23
2022-08-31,'45-64,Hispanic/Latino,492976,153399,88712,88033,146103,16729,88.43,83.79,85.92,90.43,93.71,84.57
2022-08-31,'45-64,White,454233,24277,128574,139628,101702,60052,72.66,68.78,77.79,78.28,69.89,72.27
2022-08-31,'65+,Asian/NHPI,170461,6555,42354,26306,87723,7523,96.75,104.55,86.18,88.05,96.59,102.12
2022-08-31,'65+,Black,195752,40155,82389,23915,45489,3804,69.71,68,71.83,71.56,69.53,77.65
2022-08-31,'65+,Hispanic/Latino,219366,68222,38429,50521,56135,6059,77.15,70.46,78.09,78.19,79.16,87.57
2022-08-31,'65+,White,373193,23557,92925,116339,94816,45556,71.03,62.73,65.22,79.71,69.89,76.57
2022-08-30,Boroughwide,Boroughwide,6628817,1076323,1866093,1376884,1949558,359959,79.51,72.9,75.89,84.54,86.5,75.6
2022-08-30,All ages,Asian/NHPI,1212400,50463,318700,198256,595143,49838,98.28,99.62,87.05,96.83,99.22,97.38
2022-08-30,All ages,Black,1115414,255191,459461,131893,240213,28656,61.09,60.41,61.54,65.35,59.45,64.13
2022-08-30,All ages,Hispanic/Latino,1792771,539551,345279,321629,526268,60044,73.97,71.39,67.48,77.17,82.89,67.74
2022-08-30,All ages,White,1710567,83213,526824,568218,354015,178297,63.78,55.97,65.12,73.88,63.2,62.85
2022-08-30,'0-4,Asian/NHPI,2026,22,704,669,592,39,3.02,3.42,0.64,8.27,1.83,1.51
2022-08-30,'0-4,Black,305,46,125,81,44,9,0.29,0.27,0.17,0.89,0.2,0.3
2022-08-30,'0-4,Hispanic/Latino,646,96,197,187,155,11,0.37,0.55,0.16,0.8,0.32,0.15
2022-08-30,'0-4,White,5451,142,2578,1969,712,50,3.57,3.54,2.17,6.23,2.52,0.37
2022-08-30,'5-12,Asian/NHPI,95082,4457,28487,12370,45162,4606,101.03,100.72,85.37,134.75,96.26,101.92
2022-08-30,'5-12,Black,60182,16947,23306,6614,11642,1673,37.06,34.66,40.56,44.9,34.53,34.03
2022-08-30,'5-12,Hispanic/Latino,120575,39762,23602,16106,37097,4008,44.99,42.83,41.22,45.47,53.52,34.28
2022-08-30,'5-12,White,70362,3397,22798,27867,11770,4530,35.86,24.68,39.31,81.18,31.14,19.63
2022-08-30,'13-17,Asian/NHPI,65056,3219,18674,6464,33536,3163,118.69,119.86,95.32,135.29,119.87,102.01
2022-08-30,'13-17,Black,67352,17176,27405,6503,14016,2252,64.7,63.71,66.53,68.61,62.06,70.5
2022-08-30,'13-17,Hispanic/Latino,127796,43214,24650,17043,37780,5109,81.92,78.16,76.46,78.53,96.69,71.31
2022-08-30,'13-17,White,57825,3676,16836,17001,12467,7845,54.25,36.06,72.81,95.25,58.28,50.25
2022-08-30,'18-44,Asian/NHPI,539644,21944,143861,107290,246900,19649,105.15,107.88,94.3,99.05,107.69,103.4
2022-08-30,'18-44,Black,437286,98593,182924,53952,89817,12000,63.71,64.12,63.04,66.74,61.3,69.42
2022-08-30,'18-44,Hispanic/Latino,831453,234871,169693,149744,249013,28132,84.65,84.47,73.5,85.86,98.94,78.94
2022-08-30,'18-44,White,749537,28168,263128,265422,132552,60267,69.65,66.72,70.01,73.52,69.22,67.71
2022-08-30,'45-64,Asian/NHPI,340149,14266,84620,45157,181246,14860,103.63,103.72,94.79,101.45,105.08,101.7
2022-08-30,'45-64,Black,354581,82288,143330,40829,79215,8919,73,72.32,76.31,75.2,69.49,78.21
2022-08-30,'45-64,Hispanic/Latino,492951,153388,88714,88030,146093,16726,88.43,83.79,85.91,90.43,93.71,84.56
2022-08-30,'45-64,White,454206,24274,128565,139618,101699,60050,72.66,68.78,77.78,78.27,69.89,72.26
2022-08-30,'65+,Asian/NHPI,170443,6555,42354,26306,87707,7521,96.74,104.55,86.18,88.05,96.57,102.09
2022-08-30,'65+,Black,195708,40141,82371,23914,45479,3803,69.69,67.98,71.81,71.56,69.51,77.63
2022-08-30,'65+,Hispanic/Latino,219350,68220,38423,50519,56130,6058,77.14,70.45,78.08,78.19,79.15,87.56
2022-08-30,'65+,White,373186,23556,92919,116341,94815,45555,71.03,62.72,65.22,79.71,69.88,76.57
2022-08-29,Boroughwide,Boroughwide,6627920,1076144,1865805,1376715,1949339,359917,79.5,72.89,75.88,84.53,86.49,75.59
2022-08-29,All ages,Asian/NHPI,1212275,50452,318669,198237,595083,49834,98.27,99.61,87.03,96.82,99.21,97.38
2022-08-29,All ages,Black,1115184,255130,459373,131853,240182,28646,61.08,60.39,61.52,65.33,59.45,64.11
2022-08-29,All ages,Hispanic/Latino,1792355,539412,345191,321574,526156,60022,73.95,71.37,67.46,77.16,82.87,67.72
2022-08-29,All ages,White,1710320,83202,526726,568150,353969,178273,63.77,55.96,65.11,73.87,63.19,62.84
2022-08-29,'0-4,Asian/NHPI,1995,22,695,654,585,39,2.97,3.37,0.64,8.08,1.81,1.51
2022-08-29,'0-4,Black,300,45,124,80,42,9,0.28,0.27,0.17,0.88,0.19,0.3
2022-08-29,'0-4,Hispanic/Latino,635,95,194,183,152,11,0.36,0.54,0.16,0.79,0.32,0.15
2022-08-29,'0-4,White,5378,137,2551,1942,698,50,3.53,3.51,2.1,6.15,2.47,0.37
2022-08-29,'5-12,Asian/NHPI,95053,4453,28476,12369,45154,4601,101,100.68,85.3,134.74,96.25,101.81
2022-08-29,'5-12,Black,60160,16939,23303,6610,11637,1671,37.05,34.66,40.54,44.88,34.51,33.99
2022-08-29,'5-12,Hispanic/Latino,120493,39727,23587,16103,37073,4003,44.96,42.8,41.18,45.46,53.49,34.24
2022-08-29,'5-12,White,70325,3397,22786,27854,11759,4529,35.84,24.66,39.31,81.14,31.11,19.62
2022-08-29,'13-17,Asian/NHPI,65048,3217,18673,6465,33529,3164,118.68,119.85,95.26,135.31,119.85,102.04
2022-08-29,'13-17,Black,67325,17167,27392,6505,14010,2251,64.68,63.68,66.49,68.63,62.03,70.47
2022-08-29,'13-17,Hispanic/Latino,127754,43200,24642,17035,37772,5105,81.89,78.14,76.43,78.49,96.67,71.26
2022-08-29,'13-17,White,57818,3676,16833,17000,12466,7843,54.24,36.05,72.81,95.24,58.28,50.24
2022-08-29,'18-44,Asian/NHPI,539622,21940,143857,107294,246883,19648,105.14,107.88,94.28,99.05,107.68,103.39
2022-08-29,'18-44,Black,437170,98565,182877,53934,89800,11994,63.7,64.1,63.03,66.72,61.29,69.39
2022-08-29,'18-44,Hispanic/Latino,831307,234821,169668,149727,248971,28120,84.64,84.46,73.48,85.85,98.92,78.91
2022-08-29,'18-44,White,749457,28167,263094,265405,132535,60256,69.64,66.71,70.01,73.52,69.21,67.7
2022-08-29,'45-64,Asian/NHPI,340130,14266,84624,45150,181230,14860,103.62,103.73,94.79,101.44,105.07,101.7
2022-08-29,'45-64,Black,354545,82282,143313,40818,79215,8917,72.99,72.31,76.3,75.18,69.49,78.19
2022-08-29,'45-64,Hispanic/Latino,492884,153359,88709,88017,146072,16727,88.42,83.79,85.9,90.41,93.69,84.56
2022-08-29,'45-64,White,454167,24270,128551,139616,101687,60043,72.65,68.77,77.76,78.27,69.88,72.26
2022-08-29,'65+,Asian/NHPI,170427,6554,42344,26305,87702,7522,96.73,104.53,86.17,88.05,96.56,102.1
2022-08-29,'65+,Black,195684,40132,82364,23906,45478,3804,69.69,67.98,71.79,71.53,69.51,77.65
2022-08-29,'65+,Hispanic/Latino,219282,68210,38391,50509,56116,6056,77.12,70.39,78.07,78.17,79.13,87.53
2022-08-29,'65+,White,373175,23555,92911,116333,94824,45552,71.03,62.72,65.21,79.71,69.89,76.57
2022-08-28,Boroughwide,Boroughwide,6627297,1076003,1865608,1376596,1949201,359889,79.49,72.88,75.87,84.52,86.48,75.58
2022-08-28,All ages,Asian/NHPI,1212141,50447,318610,198220,595043,49821,98.26,99.59,87.02,96.81,99.2,97.35
2022-08-28,All ages,Black,1115009,255073,459320,131831,240147,28638,61.07,60.39,61.51,65.32,59.44,64.09
2022-08-28,All ages,Hispanic/Latino,1792162,539323,345171,321535,526116,60017,73.95,71.36,67.45,77.15,82.86,67.71
2022-08-28,All ages,White,1710109,83186,526644,568093,353931,178255,63.76,55.95,65.1,73.86,63.19,62.83
2022-08-28,'0-4,Asian/NHPI,1973,21,685,651,577,39,2.94,3.32,0.61,8.05,1.78,1.51
2022-08-28,'0-4,Black,293,43,121,80,40,9,0.28,0.26,0.16,0.88,0.18,0.3
2022-08-28,'0-4,Hispanic/Latino,627,93,192,181,150,11,0.36,0.54,0.15,0.78,0.31,0.15
2022-08-28,'0-4,White,5339,135,2534,1924,696,50,3.5,3.48,2.07,6.09,2.46,0.37
2022-08-28,'5-12,Asian/NHPI,95020,4450,28459,12365,45147,4599,100.96,100.62,85.24,134.7,96.23,101.77
2022-08-28,'5-12,Black,60120,16925,23294,6601,11628,1672,37.02,34.64,40.51,44.81,34.49,34.01
2022-08-28,'5-12,Hispanic/Latino,120455,39709,23581,16094,37070,4001,44.95,42.79,41.17,45.44,53.48,34.22
2022-08-28,'5-12,White,70302,3397,22774,27849,11752,4530,35.83,24.65,39.31,81.13,31.09,19.63
2022-08-28,'13-17,Asian/NHPI,65039,3216,18670,6463,33527,3163,118.66,119.83,95.23,135.27,119.84,102.01
2022-08-28,'13-17,Black,67304,17163,27379,6505,14006,2251,64.66,63.64,66.48,68.63,62.01,70.47
2022-08-28,'13-17,Hispanic/Latino,127734,43193,24641,17030,37767,5103,81.88,78.13,76.42,78.47,96.66,71.23
2022-08-28,'13-17,White,57804,3674,16834,16996,12459,7841,54.23,36.06,72.77,95.22,58.25,50.23
2022-08-28,'18-44,Asian/NHPI,539586,21940,143842,107290,246873,19641,105.14,107.86,94.28,99.05,107.68,103.36
2022-08-28,'18-44,Black,437102,98541,182861,53923,89789,11988,63.69,64.1,63.01,66.71,61.28,69.35
2022-08-28,'18-44,Hispanic/Latino,831213,234778,169655,149709,248950,28121,84.63,84.45,73.47,85.84,98.91,78.91
2022-08-28,'18-44,White,749380,28160,263053,265394,132530,60243,69.64,66.7,69.99,73.52,69.21,67.69
2022-08-28,'45-64,Asian/NHPI,340109,14266,84615,45148,181223,14857,103.62,103.72,94.79,101.43,105.07,101.68
2022-08-28,'45-64,Black,354521,82276,143302,40819,79209,8915,72.99,72.31,76.29,75.18,69.49,78.17
2022-08-28,'45-64,Hispanic/Latino,492861,153347,88709,88015,146064,16726,88.41,83.79,85.89,90.41,93.69,84.56
2022-08-28,'45-64,White,454127,24267,128544,139605,101672,60039,72.65,68.76,77.75,78.27,69.87,72.25
2022-08-28,'65+,Asian/NHPI,170414,6554,42339,26303,87696,7522,96.73,104.51,86.17,88.04,96.56,102.1
2022-08-28,'65+,Black,195669,40125,82363,23903,45475,3803,69.68,67.98,71.78,71.52,69.51,77.63
2022-08-28,'65+,Hispanic/Latino,219272,68203,38393,50506,56115,6055,77.11,70.4,78.06,78.17,79.13,87.51
2022-08-28,'65+,White,373157,23553,92905,116325,94822,45552,71.03,62.71,65.21,79.7,69.89,76.57
2022-08-25,Boroughwide,Boroughwide,6625379,1075697,1864961,1376234,1948706,359781,79.47,72.85,75.85,84.5,86.46,75.56
2022-08-25,All ages,Asian/NHPI,1211678,50431,318515,198134,594827,49771,98.22,99.56,86.99,96.77,99.17,97.25
2022-08-25,All ages,Black,1114435,254938,459077,131759,240048,28613,61.04,60.36,61.48,65.28,59.41,64.04
2022-08-25,All ages,Hispanic/Latino,1791491,539124,345029,321386,525958,59994,73.92,71.33,67.43,77.12,82.84,67.68
2022-08-25,All ages,White,1709560,83154,526439,567949,353802,178216,63.74,55.93,65.07,73.85,63.16,62.82
2022-08-25,'0-4,Asian/NHPI,1850,21,653,623,517,36,2.76,3.17,0.61,7.7,1.6,1.4
2022-08-25,'0-4,Black,287,42,119,78,39,9,0.27,0.26,0.16,0.86,0.18,0.3
2022-08-25,'0-4,Hispanic/Latino,599,88,182,174,143,12,0.34,0.51,0.14,0.75,0.3,0.16
2022-08-25,'0-4,White,5191,133,2459,1867,683,49,3.4,3.38,2.04,5.91,2.42,0.37
2022-08-25,'5-12,Asian/NHPI,94923,4444,28440,12351,45106,4582,100.86,100.56,85.13,134.55,96.14,101.39
2022-08-25,'5-12,Black,60019,16890,23259,6589,11613,1668,36.96,34.59,40.43,44.73,34.44,33.93
2022-08-25,'5-12,Hispanic/Latino,120347,39679,23566,16080,37021,4001,44.91,42.76,41.13,45.4,53.41,34.22
2022-08-25,'5-12,White,70237,3392,22752,27822,11745,4526,35.79,24.63,39.26,81.05,31.07,19.61
